number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mean_accuracy,user_attrs_mean_combined,user_attrs_mean_f1_weighted,user_attrs_mean_sharpe,user_attrs_std_accuracy,user_attrs_std_combined,user_attrs_std_f1_weighted,user_attrs_std_sharpe,state,mean_f1_weighted,std_f1_weighted,mean_accuracy,std_accuracy,mean_sharpe,std_sharpe,mean_combined,std_combined,trial_number
87,0.5206128231655582,2025-09-10 15:14:31.555545,2025-09-10 15:14:37.060233,0 days 00:00:05.504688,0.7258881319094662,0.7122484155858775,0.7727799990290799,0.16321902642130262,0.06848403728257858,5,6,337,1.3613255143202495e-07,2.003250362024752e-06,0.8295174658990105,0.45353302611367124,0.5206128231655582,0.44987780927091064,2.0209796012425945,0.13424908242905637,0.23810335650226427,0.1310463121720034,2.511978328983052,COMPLETE,0.44987780927091064,0.1310463121720034,0.45353302611367124,0.13424908242905637,2.0209796012425945,2.511978328983052,0.5206128231655582,0.23810335650226427,87
88,0.4512750921415777,2025-09-10 15:14:37.092227,2025-09-10 15:14:41.892073,0 days 00:00:04.799846,0.6862297000687381,0.8548810903451807,0.7351038152431443,1.9480390206872416,0.015985940940293868,4,3,236,1.765233408394636e-05,0.00011598701576288034,0.9232895493741474,0.40284178187403996,0.4512750921415777,0.37538219183010496,1.2742563442766424,0.13763790163852552,0.3151901039315924,0.15319431718872487,2.1372773218275687,COMPLETE,0.37538219183010496,0.15319431718872487,0.40284178187403996,0.13763790163852552,1.2742563442766424,2.1372773218275687,0.4512750921415777,0.3151901039315924,88
89,0.5507685471361792,2025-09-10 15:14:41.921552,2025-09-10 15:14:46.354154,0 days 00:00:04.432602,0.6674579162325361,0.8709713853844707,0.6459779029530152,2.121401437357966,0.012556670363956638,3,5,211,2.0892592212400837e-06,7.183815774476773e-06,0.6400339845677311,0.4043010752688172,0.5507685471361792,0.3868742894097363,1.45416128317448,0.0986325842308035,0.24249581704894602,0.10500472524608682,1.2560011416266736,COMPLETE,0.3868742894097363,0.10500472524608682,0.4043010752688172,0.0986325842308035,1.45416128317448,1.2560011416266736,0.5507685471361792,0.24249581704894602,89
90,0.5135180273253936,2025-09-10 15:14:46.384651,2025-09-10 15:14:49.032494,0 days 00:00:02.647843,0.7152559929723074,0.6513366387577995,0.697005947186879,0.4293630857908509,0.010710901025428354,3,10,157,2.7544696013177173e-07,1.1686726903745622e-06,0.7599703743687557,0.37926267281105985,0.5135180273253936,0.33708359310144714,1.284224145611862,0.09418838282680811,0.23746613652050783,0.11344067880333977,1.2601360252127298,COMPLETE,0.33708359310144714,0.11344067880333977,0.37926267281105985,0.09418838282680811,1.284224145611862,1.2601360252127298,0.5135180273253936,0.23746613652050783,90
91,0.5334996057081258,2025-09-10 15:14:49.061493,2025-09-10 15:14:57.577989,0 days 00:00:08.516496,0.7655817280914633,0.7545165177392165,0.8168209960154095,1.016165239425251,0.03365886094684283,6,2,276,4.769022643083882e-06,1.1759452544329376e-05,0.6250375415855395,0.4708909370199692,0.5334996057081258,0.43547493872825516,2.1693690304793933,0.1306979342567998,0.2599558880048379,0.14678509204837206,2.7419112770106597,COMPLETE,0.43547493872825516,0.14678509204837206,0.4708909370199692,0.1306979342567998,2.1693690304793933,2.7419112770106597,0.5334996057081258,0.2599558880048379,91
92,0.5187512039234278,2025-09-10 15:14:57.608499,2025-09-10 15:15:06.187378,0 days 00:00:08.578879,0.8334681775038509,0.7849187942895142,0.7885854660252918,1.2959138397106473,0.03684303466709568,7,3,243,4.576222883821202e-05,2.6094501934971794e-07,0.9815272443136487,0.46321044546851,0.5187512039234278,0.44225381840156985,2.0457347292176817,0.12808819568574809,0.270041066635131,0.13201408069374704,2.707452223918532,COMPLETE,0.44225381840156985,0.13201408069374704,0.46321044546851,0.12808819568574809,2.0457347292176817,2.707452223918532,0.5187512039234278,0.270041066635131,92
93,0.5427796399625586,2025-09-10 15:15:06.230863,2025-09-10 15:15:14.695263,0 days 00:00:08.464400,0.7859158454680835,0.7508923641357393,0.7501609079739324,1.7015681485828271,0.0399465537984393,8,2,301,3.2258019140826544e-06,5.679079407128606e-07,0.8025994260010778,0.4692780337941628,0.5427796399625586,0.451723362541245,2.1259554112682943,0.1248957507808924,0.2215230637983541,0.1296690414658737,2.4542030616097823,COMPLETE,0.451723362541245,0.1296690414658737,0.4692780337941628,0.1248957507808924,2.1259554112682943,2.4542030616097823,0.5427796399625586,0.2215230637983541,93
94,0.5546138370457516,2025-09-10 15:15:14.738262,2025-09-10 15:15:20.950726,0 days 00:00:06.212464,0.8046147421406985,0.722011125280366,0.7906199385943872,1.4567794749901442,0.02578709553954338,4,4,327,7.503706492480673e-07,2.0254624535552915e-05,0.9416702526271248,0.4506144393241167,0.5546138370457516,0.4412587403838674,2.039063179789099,0.1198129849240679,0.20325621929663082,0.12092035327331341,2.0556001617352537,COMPLETE,0.4412587403838674,0.12092035327331341,0.4506144393241167,0.1198129849240679,2.039063179789099,2.0556001617352537,0.5546138370457516,0.20325621929663082,94
95,0.5163967384852981,2025-09-10 15:15:20.985695,2025-09-10 15:15:26.739506,0 days 00:00:05.753811,0.7395586520414157,0.7395576500356787,0.7223927007371993,1.1718708447347195,0.02996098886576896,5,6,219,7.744895013258135e-06,1.96325800839326e-06,0.7411166815674617,0.4587557603686636,0.5163967384852981,0.4339192361792336,1.7473374233147319,0.12724168615473844,0.28927662012679395,0.1371953928978008,2.5358871805413603,COMPLETE,0.4339192361792336,0.1371953928978008,0.4587557603686636,0.12724168615473844,1.7473374233147319,2.5358871805413603,0.5163967384852981,0.28927662012679395,95
96,0.5483469477772214,2025-09-10 15:15:26.769497,2025-09-10 15:15:32.628148,0 days 00:00:05.858651,0.7747781489265135,0.763103760370567,0.7607506897456424,3.9075183316112954,0.022079859994766145,4,1,192,0.17038151262850348,4.583081132848622e-06,0.7774430976373627,0.4505376344086022,0.5483469477772214,0.44000836045786196,1.7460708760194306,0.10866514054612234,0.2285691994707441,0.10852711710657574,1.7339231953838719,COMPLETE,0.44000836045786196,0.10852711710657574,0.4505376344086022,0.10866514054612234,1.7460708760194306,1.7339231953838719,0.5483469477772214,0.2285691994707441,96
97,0.5401674337303349,2025-09-10 15:15:32.658680,2025-09-10 15:15:39.159813,0 days 00:00:06.501133,0.7562848238444067,0.7960555854746962,0.6690323068504181,0.3584446901847585,0.013529270618594822,3,3,359,2.6387460901357814e-05,2.784905952420342e-06,0.9091868049069936,0.3952380952380953,0.5401674337303349,0.36015893232915036,1.4249492441362226,0.11936235092317622,0.28586672330438706,0.14113379562015835,1.9589344091914296,COMPLETE,0.36015893232915036,0.14113379562015835,0.3952380952380953,0.11936235092317622,1.4249492441362226,1.9589344091914296,0.5401674337303349,0.28586672330438706,97
98,0.5798090266903209,2025-09-10 15:15:39.195291,2025-09-10 15:15:45.496031,0 days 00:00:06.300740,0.67426563779924,0.7803746185726138,0.8059964696561347,0.5731148661244999,0.0327764031207047,3,4,431,1.3307673836661935e-06,4.971430496366681e-05,0.6199442758601402,0.4443932411674347,0.5798090266903209,0.4360288511181293,2.09117245535139,0.11522754559698674,0.2011903482513739,0.1160883071119287,1.8400236691521301,COMPLETE,0.4360288511181293,0.1160883071119287,0.4443932411674347,0.11522754559698674,2.09117245535139,1.8400236691521301,0.5798090266903209,0.2011903482513739,98
99,0.6273224807625868,2025-09-10 15:15:45.527518,2025-09-10 15:15:51.901388,0 days 00:00:06.373870,0.677627399078135,0.7798043859281069,0.7779152550645896,0.7638138544767443,0.018961452882794848,3,4,423,3.52464829906766e-08,5.1347094261955475e-05,0.6082074418415142,0.4175115207373271,0.6273224807625868,0.37982464320235576,2.2234035298679835,0.12015686579688341,0.18569492694041095,0.14537844396837585,1.4148766672065123,COMPLETE,0.37982464320235576,0.14537844396837585,0.4175115207373271,0.12015686579688341,2.2234035298679835,1.4148766672065123,0.6273224807625868,0.18569492694041095,99
