number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_fold_metrics,user_attrs_mean_accuracy,user_attrs_mean_combined,user_attrs_mean_f1_weighted,user_attrs_mean_hit_ratio,user_attrs_mean_sharpe,user_attrs_mean_sortino,state
79,0.07193975814943565,2025-09-11 14:24:24.456555,2025-09-11 14:24:24.904638,0 days 00:00:00.448083,0.9875675633491656,1.340377968810631,0.17799187061205965,3,6,961,0.0573701692228531,1.1978312229772607e-07,0.9208526695471023,"{'f1_weighted': [0.3630802950850306, 0.29887475759250887], 'accuracy': [0.3608722358722359, 0.3585253456221198], 'sharpe': [-36.28017983854123, -134.9839220355524], 'sortino': [-39.45387559657763, -155.91433923761193], 'hit_ratio': [0.4362861203221222, 0.31862537123462026], 'combined': [0.07217444717444732, 0.07170506912442397]}",0.3596987907471778,0.07193975814943565,0.33097752633876976,0.37745574577837127,-85.63205093704681,-97.68410741709478,COMPLETE
80,0.24825816911709203,2025-09-11 14:24:24.905634,2025-09-11 14:24:25.336298,0 days 00:00:00.430664,0.6851910355649371,0.4202210602380798,0.14355778490354973,3,7,933,0.6397709938094964,6.44260837794398e-08,0.9081756746831773,"{'f1_weighted': [0.35675130829639745, 0.30789451102859694], 'accuracy': [0.35565110565110564, 0.36682027649769583], 'sharpe': [-0.24105013688843124, -126.48042639638844], 'sortino': [-0.30004187587882014, -144.51413016420346], 'hit_ratio': [0.49359768690623707, 0.3276668083297918], 'combined': [0.4231522829346449, 0.07336405529953917]}",0.36123569107440073,0.24825816911709203,0.3323229096624972,0.4106322476180144,-63.360738266638435,-72.40708602004115,COMPLETE
81,0.46278546141432486,2025-09-11 14:24:25.336298,2025-09-11 14:24:25.797843,0 days 00:00:00.461545,0.667974134563856,0.8669915752756671,0.20232213661141102,4,8,858,0.0023632631861335157,2.1997615014341765e-06,0.9469524702508524,"{'f1_weighted': [0.3324301178561799, 0.20836883888371732], 'accuracy': [0.3332309582309582, 0.2946236559139785], 'sharpe': [28.493666977758593, -105.49635191332735], 'sortino': [41.47297946116527, -146.66560132596854], 'hit_ratio': [0.5346764819837272, 0.3667701863354037], 'combined': [0.866646191645854, 0.0589247311827957]}",0.31392730707246835,0.46278546141432486,0.2703994783699486,0.45072333415956545,-38.501342467784376,-52.596310932401636,COMPLETE
82,0.46643616663962284,2025-09-11 14:24:25.798843,2025-09-11 14:24:26.279779,0 days 00:00:00.480936,0.6597769786653276,2.0060147968430275,0.11397857213536397,4,5,905,0.0013618510596887508,8.45433870376519e-07,0.9586974011418257,"{'f1_weighted': [0.36107451758021314, 0.3408583260754551], 'accuracy': [0.35995085995085996, 0.34132104454685097], 'sharpe': [4.676290275033308, -56.83167573263544], 'sortino': [5.613752741655103, -65.63832032459356], 'hit_ratio': [0.5007327796775769, 0.44611528822055135], 'combined': [0.8646081243698754, 0.0682642089093702]}",0.35063595224885546,0.46643616663962284,0.3509664218278341,0.4734240339490641,-26.077692728801065,-30.01228379146923,COMPLETE
83,0.4728303711622116,2025-09-11 14:24:26.281772,2025-09-11 14:24:26.766044,0 days 00:00:00.484272,0.7106419385464924,0.1693991939299067,0.13306695683486405,3,6,967,0.01957001972999914,5.042740417008606e-06,0.9256421430760903,"{'f1_weighted': [0.3640318919287611, 0.30789451102859694], 'accuracy': [0.3614864864864865, 0.36682027649769583], 'sharpe': [14.08621608613037, -126.48042639638844], 'sortino': [16.764090013751282, -144.51413016420346], 'hit_ratio': [0.5232715770447357, 0.3276668083297918], 'combined': [0.872296687024884, 0.07336405529953917]}",0.3641533814920912,0.4728303711622116,0.33596320147867903,0.42546919268726374,-56.19710515512904,-63.87502007522609,COMPLETE
84,0.47316826539045626,2025-09-11 14:24:26.767550,2025-09-11 14:24:27.287151,0 days 00:00:00.519601,0.7081608543195459,0.19034132620343688,0.08990066661486495,3,6,972,0.01790815573346855,3.8005731478811097e-06,0.9292113959372006,"{'f1_weighted': [0.3674243982615124, 0.30789451102859694], 'accuracy': [0.36486486486486486, 0.36682027649769583], 'sharpe': [14.290542992127406, -126.48042639638844], 'sortino': [17.29811214365815, -144.51413016420346], 'hit_ratio': [0.5192754296330702, 0.3276668083297918], 'combined': [0.8729724754813734, 0.07336405529953917]}",0.36584257068128034,0.47316826539045626,0.33765945464505465,0.42347111898143097,-56.09494170213051,-63.60800901027265,COMPLETE
85,0.4728303711622116,2025-09-11 14:24:27.288163,2025-09-11 14:24:27.726749,0 days 00:00:00.438586,0.7054697990696317,0.24808707777643513,0.0899751535851734,3,6,968,0.020712446073402734,4.3764007923370146e-06,0.9224506927164007,"{'f1_weighted': [0.3640318919287611, 0.30789451102859694], 'accuracy': [0.3614864864864865, 0.36682027649769583], 'sharpe': [14.08621608613037, -126.48042639638844], 'sortino': [16.764090013751282, -144.51413016420346], 'hit_ratio': [0.5232715770447357, 0.3276668083297918], 'combined': [0.872296687024884, 0.07336405529953917]}",0.3641533814920912,0.4728303711622116,0.33596320147867903,0.42546919268726374,-56.19710515512904,-63.87502007522609,COMPLETE
86,0.470619374064347,2025-09-11 14:24:27.726749,2025-09-11 14:24:28.200912,0 days 00:00:00.474163,0.7067487523029018,0.20216706480256985,0.07192083836778733,3,6,944,0.018617185926167627,4.537624783206162e-06,0.8959674793438656,"{'f1_weighted': [0.336925628135705, 0.30789451102859694], 'accuracy': [0.3393734643734644, 0.36682027649769583], 'sharpe': [23.58933198104371, -126.48042639638844], 'sortino': [29.338408626963062, -144.51413016420346], 'hit_ratio': [0.5380815150267599, 0.3276668083297918], 'combined': [0.8678746928291549, 0.07336405529953917]}",0.35309687043558013,0.470619374064347,0.32241006958215096,0.43287416167827586,-51.44554720767236,-57.5878607686202,COMPLETE
87,0.47316662056024295,2025-09-11 14:24:28.200912,2025-09-11 14:24:28.694651,0 days 00:00:00.493739,0.7308210920932945,0.15506394014664465,0.08668748204076382,3,5,968,0.006122446558816163,1.0128113024400254e-05,0.9200471958478659,"{'f1_weighted': [0.3679148223345242, 0.30789451102859694], 'accuracy': [0.36486486486486486, 0.36682027649769583], 'sharpe': [12.26074798032651, -126.48042639638844], 'sortino': [15.019226940662218, -144.51413016420346], 'hit_ratio': [0.5161583978152026, 0.3276668083297918], 'combined': [0.8729691858209467, 0.07336405529953917]}",0.36584257068128034,0.47316662056024295,0.3379046666815606,0.42191260307249717,-57.10983920803096,-64.74745161177063,COMPLETE
88,0.4657039282597022,2025-09-11 14:24:28.695648,2025-09-11 14:24:29.172285,0 days 00:00:00.476637,0.7294681264253906,0.11483324529484693,0.08995110464164567,3,5,964,0.14852772523881022,1.767458995743529e-05,0.8539137941921324,"{'f1_weighted': [0.3315365466745895, 0.18104394259550097], 'accuracy': [0.33261670761670764, 0.3244239631336406], 'sharpe': [14.873830250537223, -168.6879892983818], 'sortino': [17.611466879163423, -219.67048502011738], 'hit_ratio': [0.5407348242811502, 0.30916509730069053], 'combined': [0.8665230638926763, 0.06488479262672812]}",0.3285203353751741,0.4657039282597022,0.25629024463504524,0.42494996079092034,-76.90707952392229,-101.02950907047698,COMPLETE
89,0.47264640111404754,2025-09-11 14:24:29.173282,2025-09-11 14:24:29.698651,0 days 00:00:00.525369,0.7167104487871389,0.1686970941524749,0.07350172355765144,4,6,927,0.013904452199784771,9.110942256670103e-06,0.8823554693937902,"{'f1_weighted': [0.35883106609145765, 0.30789451102859694], 'accuracy': [0.35964373464373467, 0.36682027649769583], 'sharpe': [29.063215473865995, -126.48042639638844], 'sortino': [36.33685058101835, -144.51413016420346], 'hit_ratio': [0.5397623400365631, 0.3276668083297918], 'combined': [0.8719287469285559, 0.07336405529953917]}",0.3632320055707152,0.47264640111404754,0.3333627885600273,0.43371457418317744,-48.70860546126122,-54.088639791592556,COMPLETE
90,0.07221617092584835,2025-09-11 14:24:29.698651,2025-09-11 14:24:30.179361,0 days 00:00:00.480710,0.7505316755512597,0.3438784456961443,0.055427222689883766,3,5,872,0.055880858041982645,4.645025618354795e-06,0.9236458818638174,"{'f1_weighted': [0.36654462836997453, 0.29887475759250887], 'accuracy': [0.36363636363636365, 0.3585253456221198], 'sharpe': [-38.51788165888249, -134.9839220355524], 'sortino': [-42.77202124245585, -155.91433923761193], 'hit_ratio': [0.43609022556390975, 0.31862537123462026], 'combined': [0.07272727272727274, 0.07170506912442397]}",0.3610808546292417,0.07221617092584835,0.3327096929812417,0.377357798399265,-86.75090184721745,-99.34318024003389,COMPLETE
91,0.4734141590521183,2025-09-11 14:24:30.180362,2025-09-11 14:24:30.647652,0 days 00:00:00.467290,0.688474932828978,0.008448539105088443,0.09772010577220966,3,6,973,0.007218800914040958,1.4495149135981167e-06,0.9125152055213727,"{'f1_weighted': [0.3649723606480955, 0.31129836167114977], 'accuracy': [0.36240786240786244, 0.3717357910906298], 'sharpe': [14.477654168118969, -128.5741971074572], 'sortino': [17.187364657789256, -148.02820495185134], 'hit_ratio': [0.5244565217391305, 0.32691502720803683], 'combined': [0.8724811598861106, 0.07434715821812597]}",0.3670718267492461,0.4734141590521183,0.3381353611596226,0.4256857744735837,-57.04827146966911,-65.42042014703104,COMPLETE
92,0.473321922621505,2025-09-11 14:24:30.647652,2025-09-11 14:24:31.103904,0 days 00:00:00.456252,0.7084398783903324,0.013195635022305946,0.09763787858411324,3,6,976,0.0071778830027430865,1.562879531111709e-06,0.9177330545125676,"{'f1_weighted': [0.3640318919287611, 0.31129836167114977], 'accuracy': [0.3614864864864865, 0.3717357910906298], 'sharpe': [14.08621608613037, -128.5741971074572], 'sortino': [16.764090013751282, -148.02820495185134], 'hit_ratio': [0.5232715770447357, 0.32691502720803683], 'combined': [0.872296687024884, 0.07434715821812597]}",0.36661113878855817,0.473321922621505,0.3376651267999554,0.4250933021263863,-57.24399051066341,-65.63205746905003,COMPLETE
93,0.47344487217492404,2025-09-11 14:24:31.103904,2025-09-11 14:24:31.714482,0 days 00:00:00.610578,0.6879158027615925,0.03154543674500293,0.09161810321678321,3,6,912,0.01917801201635677,1.7007214949283552e-06,0.9107731914755272,"{'f1_weighted': [0.3652934647230348, 0.31129836167114977], 'accuracy': [0.3627149877149877, 0.3717357910906298], 'sharpe': [14.480528386987821, -128.5741971074572], 'sortino': [17.190583107776323, -148.02820495185134], 'hit_ratio': [0.5246941549614862, 0.32691502720803683], 'combined': [0.8725425861317221, 0.07434715821812597]}",0.3672253894028088,0.47344487217492404,0.3382959131970923,0.42580459108476154,-57.04683436023468,-65.41881092203751,COMPLETE
94,0.473719615951948,2025-09-11 14:24:31.715480,2025-09-11 14:24:32.195719,0 days 00:00:00.480239,0.6871387770433544,0.008219724492450182,0.10330130651439089,3,4,899,0.007744422101705242,1.4167339833678874e-06,0.9117301959755371,"{'f1_weighted': [0.3679148223345242, 0.3181575240759739], 'accuracy': [0.36486486486486486, 0.3723502304147465], 'sharpe': [12.26074798032651, -123.0206366155102], 'sortino': [15.019226940662218, -141.76803970199214], 'hit_ratio': [0.5161583978152026, 0.33319432860717263], 'combined': [0.8729691858209467, 0.07447004608294931]}",0.3686075476398057,0.473719615951948,0.34303617320524904,0.4246763632111876,-55.37994431759184,-63.37440638066496,COMPLETE
95,0.42475960716695504,2025-09-11 14:24:32.195719,2025-09-11 14:24:32.684730,0 days 00:00:00.489011,0.6927413768271989,0.04685550462901977,0.06626195143685977,3,4,906,0.005096865270607507,1.7578957606727538e-06,0.9094911715369369,"{'f1_weighted': [0.3622444153569895, 0.3181575240759739], 'accuracy': [0.36240786240786244, 0.3723502304147465], 'sharpe': [1.9755827706899198, -123.0206366155102], 'sortino': [2.188712582786721, -141.76803970199214], 'hit_ratio': [0.507205950720595, 0.33319432860717263], 'combined': [0.7750491682509608, 0.07447004608294931]}",0.3673790464113045,0.42475960716695504,0.3402009697164817,0.4202001396638838,-60.52252692241014,-69.7896635596027,COMPLETE
96,0.4690518461427714,2025-09-11 14:24:32.684730,2025-09-11 14:24:33.182837,0 days 00:00:00.498107,0.6806035887092586,0.017976413550974124,0.10075044134978091,3,5,799,0.0075214928362239385,1.0670865031992564e-06,0.8714388368473963,"{'f1_weighted': [0.3628517254894139, 0.18016116434270055], 'accuracy': [0.36240786240786244, 0.328110599078341], 'sharpe': [24.948455216843453, -170.67375379695764], 'sortino': [31.561270175025648, -223.0021404777749], 'hit_ratio': [0.5397908140063665, 0.3089102763117044], 'combined': [0.8724815724698746, 0.0656221198156682]}",0.3452592307431017,0.4690518461427714,0.27150644491605724,0.4243505451590355,-72.86264929005709,-95.72043515137463,COMPLETE
97,0.47126444077707985,2025-09-11 14:24:33.183834,2025-09-11 14:24:33.635354,0 days 00:00:00.451520,0.6895361069413257,0.37888735024641823,0.08510329821084626,3,4,835,0.0026461488024731167,1.2154070538854015e-05,0.897241850698649,"{'f1_weighted': [0.3408962064200239, 0.3165775469516855], 'accuracy': [0.34244471744471744, 0.37019969278033793], 'sharpe': [21.21173608666512, -122.5320736797503], 'sortino': [27.09756496644949, -141.51051306964712], 'hit_ratio': [0.5293631100082713, 0.3336123901213897], 'combined': [0.8684889429980921, 0.0740399385560676]}",0.35632220511252766,0.47126444077707985,0.3287368766858547,0.43148775006483053,-50.66016879654259,-57.20647405159882,COMPLETE
98,0.07221617124423005,2025-09-11 14:24:33.635354,2025-09-11 14:24:34.108274,0 days 00:00:00.472920,0.7338590106676075,0.6632025752251256,0.04835918416178018,3,5,938,0.05456844824145305,1.6134686485043438e-06,0.9115416720900864,"{'f1_weighted': [0.36728940889513934, 0.29887475759250887], 'accuracy': [0.36363636363636365, 0.3585253456221198], 'sharpe': [-20.95147946352262, -134.9839220355524], 'sortino': [-24.828477485306298, -155.91433923761193], 'hit_ratio': [0.4623069936421435, 0.31862537123462026], 'combined': [0.07272727336403613, 0.07170506912442397]}",0.3610808546292417,0.07221617124423005,0.3330820832438241,0.3904661824383819,-77.96770074953751,-90.37140836145912,COMPLETE
99,0.47080318693221923,2025-09-11 14:24:34.108274,2025-09-11 14:24:34.566714,0 days 00:00:00.458440,0.6457603903680413,0.5417738145709818,0.05801984037940154,4,5,889,0.0029668166296778833,2.9608904348400103e-06,0.9767690751769824,"{'f1_weighted': [0.34537205051589404, 0.33707211248799346], 'accuracy': [0.35626535626535627, 0.35176651305683565], 'sharpe': [41.96245745695128, -91.17340953574794], 'sortino': [52.885993624813125, -104.29198687041638], 'hit_ratio': [0.5600189035916824, 0.3742610277398818], 'combined': [0.8712530712530713, 0.07035330261136713]}",0.35401593466109593,0.47080318693221923,0.3412220815019438,0.4671399656657821,-24.60547603939833,-25.702996622801628,COMPLETE
